fecha,temperatura_c,precipitacion_mm,humedad_pct
2017-01-01,16.7,2.25,87.11
2017-01-02,16.78,3.4,87.01
2017-01-03,16.33,3.13,84.93
2017-01-04,16.07,4.74,89.49
2017-01-05,15.83,7.25,94.25
2017-01-06,16.13,0.41,83.92
2017-01-07,15.51,7.22,89.83
2017-01-08,15.86,9.68,90.04
2017-01-09,14.84,2.09,92.5
2017-01-10,15.32,0.34,86.02
2017-01-11,15.63,2.33,91.44
2017-01-12,15.43,5.9,88.44
2017-01-13,16.06,1.33,87.13
2017-01-14,15.95,10.84,91.83
2017-01-15,16.27,5.47,89.72
2017-01-16,15.46,4.18,86.5
2017-01-17,15.64,6.4,90.8
2017-01-18,15.63,35.21,93.35
2017-01-19,15.67,11.02,89.09
2017-01-20,14.78,10.94,93.34
2017-01-21,14.79,7.14,84.8
2017-01-22,15.75,0.19,82.7
2017-01-23,15.52,0.0,84.32
2017-01-24,15.39,0.03,84.67
2017-01-25,15.98,0.02,82.61
2017-01-26,16.39,0.16,84.15
2017-01-27,16.27,1.34,89.96
2017-01-28,16.38,0.91,86.13
2017-01-29,16.8,0.51,83.89
2017-01-30,16.24,0.35,88.27
2017-01-31,16.81,0.31,85.5
2017-02-01,15.78,0.19,89.22
2017-02-02,16.21,1.32,90.11
2017-02-03,16.51,0.32,84.97
2017-02-04,16.85,1.02,84.84
2017-02-05,17.16,0.81,83.78
2017-02-06,16.97,0.91,81.27
2017-02-07,16.18,0.96,79.71
2017-02-08,16.97,0.34,76.94
2017-02-09,17.05,0.77,80.3
2017-02-10,16.9,0.38,83.04
2017-02-11,16.54,0.62,86.75
2017-02-12,16.61,1.76,86.28
2017-02-13,15.5,0.84,83.25
2017-02-14,15.61,0.0,80.74
2017-02-15,15.96,0.0,80.01
2017-02-16,16.65,0.5,82.0
2017-02-17,15.85,3.95,85.37
2017-02-18,16.2,0.91,82.68
2017-02-19,16.63,0.11,84.01
2017-02-20,16.9,0.25,83.75
2017-02-21,16.1,2.5,85.24
2017-02-22,15.34,15.79,88.08
2017-02-23,15.43,3.41,81.89
2017-02-24,14.64,6.75,90.56
2017-02-25,15.47,2.92,88.48
2017-02-26,15.05,1.62,87.17
2017-02-27,15.69,1.5,85.01
2017-02-28,16.03,1.38,87.12
2017-03-01,15.74,8.59,89.8
2017-03-02,15.82,3.3,84.31
2017-03-03,16.12,4.42,86.4
2017-03-04,16.45,1.94,83.84
2017-03-05,15.84,2.53,91.52
2017-03-06,16.4,7.2,89.24
2017-03-07,16.55,8.37,88.29
2017-03-08,16.29,14.88,88.98
2017-03-09,15.64,5.89,90.01
2017-03-10,16.65,11.53,88.59
2017-03-11,16.02,24.39,91.6
2017-03-12,15.44,22.9,88.44
2017-03-13,15.83,2.3,87.81
2017-03-14,16.16,6.97,87.54
2017-03-15,15.62,13.74,88.74
2017-03-16,16.19,6.24,87.31
2017-03-17,16.18,4.68,88.94
2017-03-18,15.06,2.56,90.26
2017-03-19,16.12,11.18,84.93
2017-03-20,15.87,0.69,88.56
2017-03-21,16.36,0.5,87.6
2017-03-22,16.44,2.26,89.13
2017-03-23,15.52,12.59,91.24
2017-03-24,15.13,12.83,92.35
2017-03-25,15.83,22.39,90.32
2017-03-26,14.77,9.15,89.73
2017-03-27,15.98,1.49,83.63
2017-03-28,16.96,2.94,87.45
2017-03-29,16.24,25.36,91.46
2017-03-30,15.54,33.2,91.79
2017-03-31,16.17,19.5,87.84
2017-04-01,16.84,4.22,87.1
2017-04-02,16.85,3.75,86.7
2017-04-03,17.53,0.01,83.07
2017-04-04,17.44,0.33,80.97
2017-04-05,17.53,0.41,82.21
2017-04-06,17.37,0.01,83.3
2017-04-07,16.67,1.79,89.35
2017-04-08,16.42,16.83,93.59
2017-04-09,15.76,18.27,93.71
2017-04-10,16.29,4.77,87.22
2017-04-11,16.44,13.64,90.92
2017-04-12,16.12,7.67,89.88
2017-04-13,16.61,3.18,86.78
2017-04-14,16.28,10.29,89.04
2017-04-15,16.81,1.11,84.96
2017-04-16,16.77,0.7,83.05
2017-04-17,16.36,6.05,90.75
2017-04-18,16.47,8.09,87.89
2017-04-19,16.1,34.74,90.28
2017-04-20,15.35,6.43,91.18
2017-04-21,15.63,3.9,86.85
2017-04-22,17.03,0.01,83.47
2017-04-23,17.1,1.22,84.08
2017-04-24,16.82,4.77,87.38
2017-04-25,16.96,4.22,89.25
2017-04-26,15.98,4.83,91.8
2017-04-27,16.52,0.78,82.47
2017-04-28,16.47,1.35,87.85
2017-04-29,16.38,3.85,87.56
2017-04-30,16.43,6.86,88.9
2017-05-01,16.81,3.05,86.14
2017-05-02,16.42,14.38,88.94
2017-05-03,15.84,9.73,92.19
2017-05-04,16.45,2.71,88.26
2017-05-05,16.0,27.56,93.39
2017-05-06,14.93,28.59,89.41
2017-05-07,15.96,6.75,91.18
2017-05-08,15.74,25.27,90.28
2017-05-09,15.95,13.94,90.71
2017-05-10,16.1,35.54,88.97
2017-05-11,16.18,16.33,90.16
2017-05-12,16.21,4.39,91.06
2017-05-13,16.42,3.43,88.87
2017-05-14,16.69,11.81,87.44
2017-05-15,15.57,11.44,94.11
2017-05-16,16.59,43.18,86.71
2017-05-17,16.78,1.94,87.0
2017-05-18,16.81,14.88,88.63
2017-05-19,17.16,0.71,85.58
2017-05-20,16.72,9.51,93.6
2017-05-21,17.05,7.06,87.85
2017-05-22,16.47,5.67,88.75
2017-05-23,17.01,3.27,86.18
2017-05-24,16.72,0.26,83.46
2017-05-25,16.82,0.37,82.49
2017-05-26,16.99,0.66,84.19
2017-05-27,17.15,1.72,83.29
2017-05-28,16.85,0.61,85.28
2017-05-29,16.7,2.22,84.89
2017-05-30,16.59,2.98,85.79
2017-05-31,15.32,1.33,88.9
2017-06-01,16.26,2.67,87.5
2017-06-02,16.93,2.94,86.48
2017-06-03,17.13,0.18,81.49
2017-06-04,16.95,5.58,87.08
2017-06-05,16.89,1.5,84.77
2017-06-06,17.05,2.06,85.46
2017-06-07,16.82,14.05,91.66
2017-06-08,15.61,10.99,93.13
2017-06-09,16.38,3.34,87.42
2017-06-10,16.88,3.29,88.88
2017-06-11,16.47,24.4,89.13
2017-06-12,15.62,19.44,92.28
2017-06-13,15.64,5.62,88.85
2017-06-14,16.06,1.01,86.38
2017-06-15,16.06,3.81,86.94
2017-06-16,16.52,3.06,84.62
2017-06-17,15.58,8.49,91.47
2017-06-18,15.45,4.63,91.6
2017-06-19,16.04,13.66,91.04
2017-06-20,15.5,4.24,93.07
2017-06-21,15.78,2.66,86.86
2017-06-22,15.64,1.19,83.93
2017-06-23,16.57,7.8,86.93
2017-06-24,15.87,1.98,90.36
2017-06-25,16.19,2.66,84.9
2017-06-26,15.59,5.13,87.7
2017-06-27,16.24,6.26,88.3
2017-06-28,16.37,4.9,89.35
2017-06-29,16.48,2.35,87.24
2017-06-30,16.04,3.66,85.26
2017-07-01,15.56,0.54,82.61
2017-07-02,15.31,1.45,82.48
2017-07-03,15.2,1.3,83.93
2017-07-04,15.74,0.96,83.98
2017-07-05,16.09,0.18,83.51
2017-07-06,15.79,0.34,84.81
2017-07-07,15.41,0.13,82.29
2017-07-08,16.15,0.99,84.14
2017-07-09,16.32,2.48,86.63
2017-07-10,15.74,10.82,87.86
2017-07-11,15.86,2.72,87.1
2017-07-12,15.57,0.51,84.3
2017-07-13,16.29,0.69,80.45
2017-07-14,16.13,5.13,85.96
2017-07-15,16.32,6.33,86.44
2017-07-16,16.16,0.83,82.8
2017-07-17,16.88,9.57,86.77
2017-07-18,16.53,3.24,91.45
2017-07-19,15.8,7.89,86.39
2017-07-20,15.42,5.15,84.51
2017-07-21,15.78,0.74,82.55
2017-07-22,16.17,2.32,82.61
2017-07-23,16.26,1.14,82.86
2017-07-24,16.59,2.4,82.79
2017-07-25,16.65,2.05,84.17
2017-07-26,16.17,0.79,82.13
2017-07-27,16.13,0.7,83.15
2017-07-28,16.39,0.76,82.73
2017-07-29,16.04,2.1,85.89
2017-07-30,15.65,2.77,85.4
2017-07-31,15.45,2.23,83.08
2017-08-01,15.35,0.02,81.42
2017-08-02,16.68,0.27,83.3
2017-08-03,16.94,0.44,84.37
2017-08-04,16.62,3.55,86.53
2017-08-05,16.08,2.43,83.02
2017-08-06,16.63,1.36,82.46
2017-08-07,16.27,2.57,84.5
2017-08-08,16.82,3.77,85.77
2017-08-09,16.27,3.32,87.9
2017-08-10,16.56,2.68,84.22
2017-08-11,16.22,23.61,92.0
2017-08-12,16.2,4.34,90.53
2017-08-13,16.74,0.56,84.63
2017-08-14,17.24,0.33,78.92
2017-08-15,16.29,6.88,84.15
2017-08-16,16.22,9.63,87.41
2017-08-17,16.88,17.31,88.27
2017-08-18,17.03,22.1,88.11
2017-08-19,16.59,25.43,89.6
2017-08-20,15.08,10.56,88.99
2017-08-21,16.31,1.86,83.74
2017-08-22,15.52,0.68,82.07
2017-08-23,15.75,0.2,80.19
2017-08-24,16.32,1.24,85.0
2017-08-25,16.28,0.7,86.69
2017-08-26,16.41,1.72,84.65
2017-08-27,16.38,10.22,87.66
2017-08-28,16.16,6.59,87.46
2017-08-29,15.78,12.66,89.18
2017-08-30,16.34,2.54,82.5
2017-08-31,16.34,0.68,83.21
2017-09-01,16.09,0.03,79.87
2017-09-02,16.19,0.11,80.61
2017-09-03,16.26,0.02,81.61
2017-09-04,16.46,0.5,81.17
2017-09-05,16.62,4.12,84.83
2017-09-06,16.65,2.4,82.86
2017-09-07,16.12,5.21,87.14
2017-09-08,15.42,13.27,94.86
2017-09-09,14.79,7.79,90.8
2017-09-10,16.42,7.76,86.11
2017-09-11,17.08,1.81,82.9
2017-09-12,16.84,5.11,86.06
2017-09-13,16.86,9.49,86.46
2017-09-14,16.43,3.63,86.14
2017-09-15,16.38,7.75,87.42
2017-09-16,16.98,2.47,84.01
2017-09-17,15.86,3.54,85.15
2017-09-18,15.66,2.71,85.9
2017-09-19,16.72,2.57,84.91
2017-09-20,16.29,2.72,89.18
2017-09-21,16.07,2.92,91.79
2017-09-22,16.71,2.33,89.92
2017-09-23,16.26,10.76,91.76
2017-09-24,15.87,3.44,87.77
2017-09-25,15.99,2.83,85.72
2017-09-26,15.82,0.73,84.25
2017-09-27,16.65,0.23,85.66
2017-09-28,16.0,4.27,90.59
2017-09-29,15.65,6.88,91.17
2017-09-30,15.24,15.24,92.04
2017-10-01,15.47,2.85,85.73
2017-10-02,15.56,12.14,94.43
2017-10-03,15.69,10.72,90.62
2017-10-04,15.68,9.18,90.4
2017-10-05,14.65,6.43,90.74
2017-10-06,15.46,8.28,86.3
2017-10-07,15.92,5.03,86.09
2017-10-08,16.22,2.32,83.67
2017-10-09,16.14,9.18,88.24
2017-10-10,16.14,9.17,87.31
2017-10-11,15.89,3.97,88.81
2017-10-12,16.42,0.08,83.15
2017-10-13,16.54,1.14,87.34
2017-10-14,17.06,2.52,85.54
2017-10-15,17.01,4.68,88.99
2017-10-16,16.97,1.01,83.13
2017-10-17,17.21,0.13,82.23
2017-10-18,16.99,0.66,82.48
2017-10-19,16.95,1.32,82.73
2017-10-20,17.21,1.46,87.05
2017-10-21,16.59,10.68,94.18
2017-10-22,15.86,29.8,93.14
2017-10-23,15.97,12.95,88.1
2017-10-24,15.18,14.42,89.45
2017-10-25,15.47,4.49,89.34
2017-10-26,15.27,8.57,90.65
2017-10-27,15.92,3.55,87.79
2017-10-28,15.53,18.52,90.01
2017-10-29,15.62,11.06,87.4
2017-10-30,15.39,3.23,88.09
2017-10-31,16.19,4.96,90.31
2017-11-01,16.48,4.68,88.99
2017-11-02,15.98,15.23,96.27
2017-11-03,15.5,16.26,93.08
2017-11-04,15.05,22.67,91.15
2017-11-05,15.38,1.04,92.58
2017-11-06,16.53,0.43,87.42
2017-11-07,16.16,3.45,89.34
2017-11-08,15.22,5.6,95.64
2017-11-09,16.14,7.99,90.72
2017-11-10,16.24,10.51,90.74
2017-11-11,16.83,20.46,88.68
2017-11-12,16.13,3.03,94.86
2017-11-13,15.59,5.88,94.44
2017-11-14,15.46,13.4,88.37
2017-11-15,14.77,26.92,88.76
2017-11-16,14.54,5.42,87.73
2017-11-17,15.43,0.71,85.67
2017-11-18,15.24,6.29,91.27
2017-11-19,15.48,19.42,92.73
2017-11-20,16.08,18.04,91.2
2017-11-21,16.31,15.85,90.9
2017-11-22,16.53,13.36,87.31
2017-11-23,16.42,5.38,91.21
2017-11-24,15.53,7.11,93.85
2017-11-25,16.11,3.83,88.24
2017-11-26,16.35,2.86,92.99
2017-11-27,15.63,8.31,96.15
2017-11-28,16.46,3.11,88.9
2017-11-29,15.96,3.32,94.28
2017-11-30,15.76,7.28,91.8
2017-12-01,15.56,9.12,93.94
2017-12-02,16.17,21.95,89.59
2017-12-03,16.39,9.63,89.28
2017-12-04,16.6,7.55,91.08
2017-12-05,16.86,4.95,87.45
2017-12-06,17.09,0.01,83.71
2017-12-07,16.35,1.17,87.81
2017-12-08,16.16,11.5,90.89
2017-12-09,16.65,9.44,88.94
2017-12-10,16.83,6.73,90.18
2017-12-11,15.89,14.17,95.29
2017-12-12,15.78,9.45,91.18
2017-12-13,16.31,4.02,83.9
2017-12-14,16.24,0.05,84.39
2017-12-15,16.35,0.05,86.04
2017-12-16,17.09,0.3,85.78
2017-12-17,16.88,1.07,86.13
2017-12-18,16.13,0.42,83.52
2017-12-19,16.06,0.34,83.46
2017-12-20,15.74,0.21,84.55
2017-12-21,16.26,1.35,88.52
2017-12-22,16.78,2.01,87.76
2017-12-23,16.47,2.19,87.57
2017-12-24,16.19,0.69,90.2
2017-12-25,14.8,1.24,91.54
2017-12-26,14.52,9.84,89.88
2017-12-27,15.42,11.67,90.35
2017-12-28,14.94,7.28,94.67
2017-12-29,14.68,3.98,91.19
2017-12-30,14.66,5.25,91.34
2017-12-31,15.19,8.13,88.72
2018-01-01,15.43,3.79,89.24
2018-01-02,15.12,5.08,90.39
2018-01-03,15.79,3.13,89.15
2018-01-04,15.73,2.75,89.42
2018-01-05,15.82,4.5,90.82
2018-01-06,14.67,7.39,90.1
2018-01-07,15.45,4.64,88.77
2018-01-08,15.79,1.44,82.94
2018-01-09,14.81,16.56,91.46
2018-01-10,14.43,0.54,80.54
2018-01-11,15.6,9.89,88.89
2018-01-12,15.16,11.33,92.43
2018-01-13,14.83,4.84,90.83
2018-01-14,14.8,4.79,92.95
2018-01-15,14.96,8.19,89.65
2018-01-16,14.85,10.75,89.92
2018-01-17,14.9,8.13,90.65
2018-01-18,15.0,6.03,89.56
2018-01-19,15.92,1.61,87.37
2018-01-20,16.1,1.63,86.34
2018-01-21,15.97,1.82,86.89
2018-01-22,15.96,0.6,87.13
2018-01-23,15.63,0.02,86.09
2018-01-24,15.74,0.12,83.65
2018-01-25,16.1,0.17,82.4
2018-01-26,16.12,0.25,85.37
2018-01-27,16.11,3.08,87.55
2018-01-28,16.27,5.28,89.23
2018-01-29,17.03,0.67,85.82
2018-01-30,17.01,0.26,86.68
2018-01-31,17.27,0.59,86.9
2018-02-01,17.18,0.98,86.73
2018-02-02,16.85,3.14,91.09
2018-02-03,16.02,4.95,90.75
2018-02-04,17.29,0.22,85.58
2018-02-05,17.17,0.29,88.53
2018-02-06,17.29,1.13,87.14
2018-02-07,17.18,1.25,85.07
2018-02-08,17.19,1.07,88.17
2018-02-09,17.02,4.85,88.7
2018-02-10,16.89,4.08,85.16
2018-02-11,17.13,2.91,83.92
2018-02-12,16.56,3.2,89.37
2018-02-13,16.54,2.0,88.26
2018-02-14,16.23,1.36,83.71
2018-02-15,16.47,4.58,87.82
2018-02-16,16.62,5.11,87.89
2018-02-17,16.21,2.67,90.2
2018-02-18,16.21,13.75,90.65
2018-02-19,15.67,20.88,91.19
2018-02-20,16.13,20.91,89.65
2018-02-21,15.83,19.11,90.85
2018-02-22,15.89,29.04,90.51
2018-02-23,15.13,4.68,90.65
2018-02-24,15.01,2.55,86.13
2018-02-25,14.77,3.02,86.36
2018-02-26,15.08,0.5,80.71
2018-02-27,15.81,0.03,83.6
2018-02-28,16.75,0.18,82.37
2018-03-01,16.34,0.66,84.48
2018-03-02,15.92,2.16,89.44
2018-03-03,16.39,2.88,87.34
2018-03-04,16.45,0.4,88.39
2018-03-05,16.42,3.44,85.47
2018-03-06,16.22,8.04,88.44
2018-03-07,17.04,1.0,83.87
2018-03-08,16.98,2.91,86.18
2018-03-09,16.99,1.63,84.55
2018-03-10,17.48,0.16,82.55
2018-03-11,17.3,0.01,81.76
2018-03-12,18.03,0.31,82.43
2018-03-13,17.03,1.21,84.79
2018-03-14,17.47,0.23,80.89
2018-03-15,16.34,2.43,88.28
2018-03-16,16.42,1.97,89.21
2018-03-17,17.62,1.32,83.6
2018-03-18,16.55,2.76,89.14
2018-03-19,16.66,7.37,86.82
2018-03-20,16.39,10.65,90.49
2018-03-21,16.49,6.2,88.4
2018-03-22,16.46,7.81,88.94
2018-03-23,15.83,9.41,91.56
2018-03-24,15.9,10.35,90.41
2018-03-25,16.41,1.62,88.16
2018-03-26,16.72,3.49,86.2
2018-03-27,16.52,1.79,90.12
2018-03-28,16.69,4.46,90.73
2018-03-29,16.37,3.35,88.71
2018-03-30,15.89,5.69,89.78
2018-03-31,15.53,8.98,93.65
2018-04-01,14.88,7.61,90.99
2018-04-02,15.18,4.25,94.74
2018-04-03,16.05,8.32,87.87
2018-04-04,15.63,15.97,92.5
2018-04-05,14.73,18.21,91.75
2018-04-06,14.93,5.06,89.14
2018-04-07,15.3,0.91,88.57
2018-04-08,15.85,1.84,88.61
2018-04-09,16.68,1.85,84.16
2018-04-10,15.73,27.72,89.23
2018-04-11,15.06,16.27,89.34
2018-04-12,14.84,18.85,89.15
2018-04-13,15.02,19.99,89.43
2018-04-14,15.41,14.1,89.7
2018-04-15,15.76,4.11,86.23
2018-04-16,16.29,8.8,88.4
2018-04-17,16.22,10.31,89.63
2018-04-18,16.71,1.89,87.14
2018-04-19,16.36,1.06,86.88
2018-04-20,16.16,0.28,86.69
2018-04-21,16.6,0.07,83.8
2018-04-22,16.23,0.59,89.86
2018-04-23,16.17,1.24,86.84
2018-04-24,16.73,0.29,85.64
2018-04-25,16.38,6.42,90.19
2018-04-26,16.21,14.84,91.41
2018-04-27,15.91,7.9,90.25
2018-04-28,16.49,1.67,87.69
2018-04-29,16.49,1.78,88.0
2018-04-30,16.75,0.21,84.88
2018-05-01,16.15,2.58,88.86
2018-05-02,16.82,3.02,86.23
2018-05-03,16.83,2.22,87.18
2018-05-04,16.17,11.26,88.68
2018-05-05,15.75,6.5,92.87
2018-05-06,15.91,10.91,90.7
2018-05-07,15.96,18.93,91.34
2018-05-08,15.91,12.74,90.82
2018-05-09,15.71,13.71,91.36
2018-05-10,16.33,10.9,88.71
2018-05-11,16.49,4.24,90.45
2018-05-12,16.48,8.4,91.2
2018-05-13,15.44,12.79,93.23
2018-05-14,15.49,18.7,93.07
2018-05-15,16.24,7.55,88.16
2018-05-16,16.37,2.3,88.0
2018-05-17,16.37,3.12,87.38
2018-05-18,16.02,8.25,89.7
2018-05-19,15.99,7.09,91.29
2018-05-20,16.07,19.42,90.49
2018-05-21,15.74,8.15,87.8
2018-05-22,16.24,4.75,88.49
2018-05-23,16.21,6.73,88.88
2018-05-24,16.2,3.75,87.49
2018-05-25,16.2,1.99,87.61
2018-05-26,16.14,4.0,89.07
2018-05-27,15.97,19.72,90.14
2018-05-28,16.16,13.3,90.95
2018-05-29,16.48,3.45,88.5
2018-05-30,16.61,9.35,89.84
2018-05-31,16.72,3.89,90.54
2018-06-01,16.22,11.01,91.1
2018-06-02,16.41,8.21,87.19
2018-06-03,15.59,7.65,88.14
2018-06-04,15.92,2.28,87.35
2018-06-05,15.96,11.42,87.63
2018-06-06,15.59,4.62,86.86
2018-06-07,16.37,2.44,85.58
2018-06-08,16.9,3.05,86.07
2018-06-09,16.98,3.51,86.57
2018-06-10,16.37,10.7,88.93
2018-06-11,16.02,25.27,89.62
2018-06-12,16.46,8.85,85.04
2018-06-13,16.71,0.43,83.76
2018-06-14,15.89,3.82,87.53
2018-06-15,15.36,1.12,85.2
2018-06-16,15.67,0.65,84.37
2018-06-17,15.67,1.76,85.77
2018-06-18,15.94,2.22,84.74
2018-06-19,15.9,1.38,84.01
2018-06-20,15.44,1.3,84.22
2018-06-21,15.63,1.16,85.05
2018-06-22,15.38,3.09,86.14
2018-06-23,15.79,10.98,88.8
2018-06-24,15.29,6.7,89.48
2018-06-25,14.87,2.55,86.88
2018-06-26,15.17,3.77,84.92
2018-06-27,15.08,5.88,87.35
2018-06-28,15.67,19.59,89.27
2018-06-29,16.07,3.86,87.9
2018-06-30,15.92,9.2,85.7
2018-07-01,15.35,2.37,85.87
2018-07-02,15.64,3.25,86.03
2018-07-03,15.59,3.45,87.66
2018-07-04,16.33,0.99,84.57
2018-07-05,15.97,1.86,85.28
2018-07-06,16.06,2.16,86.33
2018-07-07,15.94,1.88,86.43
2018-07-08,16.47,0.88,83.21
2018-07-09,16.12,0.56,83.4
2018-07-10,15.91,1.39,84.05
2018-07-11,15.44,4.98,84.19
2018-07-12,16.24,0.63,83.33
2018-07-13,16.03,0.46,82.97
2018-07-14,15.62,0.4,84.05
2018-07-15,16.21,0.46,82.72
2018-07-16,16.08,0.77,83.36
2018-07-17,15.98,9.47,87.26
2018-07-18,15.96,11.2,84.45
2018-07-19,15.85,1.74,85.45
2018-07-20,15.69,1.7,86.48
2018-07-21,16.35,9.44,88.13
2018-07-22,16.24,5.39,85.63
2018-07-23,16.43,1.18,84.89
2018-07-24,16.5,4.34,87.49
2018-07-25,15.61,0.75,85.0
2018-07-26,15.77,1.33,86.13
2018-07-27,15.47,4.6,86.42
2018-07-28,15.67,6.26,86.44
2018-07-29,16.34,1.62,85.98
2018-07-30,15.78,12.49,89.86
2018-07-31,15.78,16.24,87.75
2018-08-01,15.66,3.44,85.69
2018-08-02,15.27,2.31,83.14
2018-08-03,15.42,6.95,84.95
2018-08-04,15.73,37.15,88.06
2018-08-05,14.53,10.03,87.4
2018-08-06,15.83,1.02,82.18
2018-08-07,15.93,0.08,81.27
2018-08-08,15.81,1.38,84.3
2018-08-09,15.82,1.58,82.74
2018-08-10,14.81,0.11,78.53
2018-08-11,14.88,0.17,79.31
2018-08-12,14.38,0.23,79.49
2018-08-13,15.37,1.87,81.18
2018-08-14,15.73,6.47,88.73
2018-08-15,15.7,8.28,83.91
2018-08-16,15.45,0.43,78.81
2018-08-17,15.23,1.95,81.87
2018-08-18,15.48,2.33,83.64
2018-08-19,14.81,0.86,77.45
2018-08-20,15.2,3.99,81.6
2018-08-21,15.09,1.95,82.62
2018-08-22,15.08,0.6,79.02
2018-08-23,15.51,1.4,79.52
2018-08-24,16.33,2.7,83.15
2018-08-25,15.92,1.42,81.96
2018-08-26,15.79,2.4,81.76
2018-08-27,14.82,3.51,81.45
2018-08-28,15.62,0.12,81.05
2018-08-29,16.02,0.55,83.64
2018-08-30,16.32,0.74,83.73
2018-08-31,16.0,1.82,83.12
2018-09-01,16.5,2.39,85.83
2018-09-02,16.58,0.94,86.07
2018-09-03,16.53,1.81,80.72
2018-09-04,14.74,2.97,83.66
2018-09-05,15.03,2.17,83.48
2018-09-06,15.3,6.46,83.16
2018-09-07,15.93,6.79,86.99
2018-09-08,16.1,4.95,87.09
2018-09-09,15.97,1.3,81.87
2018-09-10,16.2,0.58,80.8
2018-09-11,15.94,1.52,87.57
2018-09-12,16.27,3.2,89.9
2018-09-13,15.42,21.48,94.61
2018-09-14,15.53,7.12,91.26
2018-09-15,15.35,30.82,90.85
2018-09-16,15.83,11.46,88.65
2018-09-17,16.24,1.34,82.62
2018-09-18,16.54,5.45,83.15
2018-09-19,16.22,4.2,81.38
2018-09-20,16.71,0.2,81.73
2018-09-21,15.83,0.7,78.93
2018-09-22,15.9,3.51,84.18
2018-09-23,15.84,0.07,81.53
2018-09-24,16.11,0.04,80.79
2018-09-25,15.2,0.37,78.95
2018-09-26,15.5,2.63,82.82
2018-09-27,15.48,10.68,86.65
2018-09-28,15.69,14.76,88.25
2018-09-29,16.32,3.65,85.56
2018-09-30,16.68,5.74,85.26
2018-10-01,16.03,3.94,89.13
2018-10-02,15.44,4.53,88.29
2018-10-03,15.48,4.55,88.02
2018-10-04,16.06,8.66,85.47
2018-10-05,15.69,21.05,89.53
2018-10-06,15.85,23.69,90.47
2018-10-07,15.51,8.93,91.35
2018-10-08,15.89,9.05,89.69
2018-10-09,15.38,3.41,91.19
2018-10-10,14.86,13.02,89.83
2018-10-11,14.88,9.51,85.59
2018-10-12,15.23,2.83,87.28
2018-10-13,15.85,0.7,81.78
2018-10-14,15.93,1.7,88.26
2018-10-15,16.24,0.85,87.22
2018-10-16,16.26,1.74,87.97
2018-10-17,15.98,4.69,91.73
2018-10-18,15.85,13.43,92.85
2018-10-19,15.51,5.04,89.66
2018-10-20,16.15,7.41,91.4
2018-10-21,16.43,3.79,89.71
2018-10-22,16.34,4.61,90.78
2018-10-23,16.33,7.68,91.52
2018-10-24,16.31,4.95,91.34
2018-10-25,16.58,5.52,89.78
2018-10-26,16.29,7.72,90.2
2018-10-27,16.96,12.06,87.58
2018-10-28,16.18,5.36,84.61
2018-10-29,16.08,16.65,94.4
2018-10-30,16.18,4.26,88.51
2018-10-31,15.87,3.45,89.58
2018-11-01,15.85,7.02,87.66
2018-11-02,14.91,17.3,93.11
2018-11-03,14.29,11.13,89.42
2018-11-04,14.86,10.16,94.63
2018-11-05,15.11,14.4,90.7
2018-11-06,16.17,2.3,87.56
2018-11-07,16.88,1.69,88.37
2018-11-08,16.69,12.46,89.35
2018-11-09,15.5,13.2,95.83
2018-11-10,15.9,7.98,89.24
2018-11-11,16.81,0.92,89.32
2018-11-12,16.25,3.99,91.22
2018-11-13,16.47,0.8,90.84
2018-11-14,16.06,2.52,95.15
2018-11-15,16.44,2.35,87.11
2018-11-16,16.35,3.48,91.32
2018-11-17,15.94,5.49,89.47
2018-11-18,16.33,10.27,94.6
2018-11-19,16.49,16.5,92.71
2018-11-20,15.9,5.89,94.57
2018-11-21,15.86,7.96,95.02
2018-11-22,16.33,2.91,87.05
2018-11-23,17.07,4.43,89.24
2018-11-24,16.85,7.21,90.99
2018-11-25,16.62,11.01,91.72
2018-11-26,15.88,19.2,95.25
2018-11-27,15.47,9.42,92.06
2018-11-28,16.64,3.09,86.67
2018-11-29,17.06,3.03,87.3
2018-11-30,15.96,17.78,92.44
2018-12-01,15.52,9.59,95.34
2018-12-02,16.17,0.79,90.1
2018-12-03,16.84,0.35,86.15
2018-12-04,16.25,1.28,89.95
2018-12-05,15.26,7.49,87.9
2018-12-06,13.46,11.05,87.42
2018-12-07,14.8,1.66,90.08
2018-12-08,15.45,0.23,86.1
2018-12-09,15.56,0.14,85.08
2018-12-10,16.02,0.29,85.11
2018-12-11,16.12,0.75,86.32
2018-12-12,16.44,1.83,86.39
2018-12-13,15.81,8.46,89.23
2018-12-14,15.59,16.56,92.15
2018-12-15,16.06,0.93,85.8
2018-12-16,15.76,0.24,85.87
2018-12-17,16.0,1.29,85.55
2018-12-18,15.85,0.53,88.66
2018-12-19,15.89,0.15,86.61
2018-12-20,16.39,0.83,84.1
2018-12-21,15.85,4.84,91.88
2018-12-22,15.55,1.57,87.32
2018-12-23,15.48,0.85,85.43
2018-12-24,15.74,1.0,85.83
2018-12-25,15.88,0.07,84.33
2018-12-26,15.16,0.03,82.08
2018-12-27,15.73,0.36,83.33
2018-12-28,16.38,0.2,84.32
2018-12-29,16.39,0.28,84.7
2018-12-30,16.19,0.84,85.66
2018-12-31,15.74,0.2,82.61
2019-01-01,16.01,0.01,80.47
2019-01-02,15.57,0.0,77.55
2019-01-03,16.26,0.0,81.72
2019-01-04,16.8,0.0,83.7
2019-01-05,17.28,0.17,82.96
