fecha,temperatura_c,precipitacion_mm,humedad_pct
2016-01-01,24.3125000000000000,,68.1250000000000000
2016-01-02,22.5125000000000000,,76.6667000000000000
2016-01-03,22.6208000000000000,,75.0417000000000000
2016-01-04,22.0458000000000000,,79.0417000000000000
2016-01-05,23.3458000000000000,,68.9583000000000000
2016-01-06,22.8458000000000000,,78.4583000000000000
2016-01-07,24.0417000000000000,,71.3333000000000000
2016-01-08,24.0125000000000000,,71.5833000000000000
2016-01-09,23.5333000000000000,,70.1667000000000000
2016-01-10,21.5792000000000000,,84.0417000000000000
2016-01-11,21.6042000000000000,,83.5417000000000000
2016-01-12,23.0458000000000000,,73.4167000000000000
2016-01-13,23.5792000000000000,,69.6250000000000000
2016-01-14,23.5375000000000000,,65.8333000000000000
2016-01-15,24.2000000000000000,,62.6250000000000000
2016-01-16,24.0333000000000000,,63.5000000000000000
2016-01-17,24.3958000000000000,,64.4583000000000000
2016-01-18,24.5208000000000000,,61.9583000000000000
2016-01-19,24.3500000000000000,,57.4167000000000000
2016-01-20,23.4625000000000000,,64.8750000000000000
2016-01-21,24.0833000000000000,,65.9167000000000000
2016-01-22,24.7375000000000000,,64.5833000000000000
2016-01-23,24.7208000000000000,,66.6250000000000000
2016-01-24,24.3083000000000000,,68.2917000000000000
2016-01-25,24.2333000000000000,,66.3750000000000000
2016-01-26,24.5792000000000000,,65.2083000000000000
2016-01-27,24.4667000000000000,,64.2083000000000000
2016-01-28,24.2583000000000000,,66.0833000000000000
2016-01-29,23.5292000000000000,,71.1667000000000000
2016-01-30,23.2125000000000000,,73.1250000000000000
2016-01-31,23.9417000000000000,,64.0833000000000000
2016-02-01,23.9708000000000000,,64.0000000000000000
2016-02-02,24.1375000000000000,,64.0833000000000000
2016-02-03,24.3875000000000000,,63.4167000000000000
2016-02-04,23.1208000000000000,,73.5000000000000000
2016-02-05,22.2542000000000000,,76.3333000000000000
2016-02-06,24.8667000000000000,,59.0417000000000000
2016-02-07,24.0417000000000000,,66.0417000000000000
2016-02-08,24.4333000000000000,,68.6250000000000000
2016-02-09,24.1583000000000000,,67.0833000000000000
2016-02-10,24.4833000000000000,,66.4167000000000000
2016-02-11,23.9958000000000000,,70.9583000000000000
2016-02-12,22.7917000000000000,,75.1667000000000000
2016-02-13,23.9917000000000000,,67.8333000000000000
2016-02-14,24.6750000000000000,,64.5417000000000000
2016-02-15,25.0750000000000000,,63.5000000000000000
2016-02-16,25.4417000000000000,,63.9583000000000000
2016-02-17,24.4083000000000000,,68.9583000000000000
2016-02-18,24.8375000000000000,,65.0417000000000000
2016-02-19,25.6042000000000000,,66.5000000000000000
2016-02-20,24.7542000000000000,,68.9167000000000000
2016-02-21,20.9417000000000000,,92.3333000000000000
2016-02-22,21.7958000000000000,,85.5417000000000000
2016-02-23,23.5000000000000000,,69.7083000000000000
2016-02-24,23.1250000000000000,,73.2917000000000000
2016-02-25,22.4167000000000000,,78.5833000000000000
2016-02-26,23.8292000000000000,,74.8750000000000000
2016-02-27,24.9917000000000000,,68.5833000000000000
2016-02-28,24.6542000000000000,,70.1667000000000000
2016-02-29,24.4875000000000000,,73.0833000000000000
2016-03-01,24.8667000000000000,,69.5833000000000000
2016-03-02,23.3042000000000000,,78.0417000000000000
2016-03-03,23.4542000000000000,,77.9583000000000000
2016-03-04,22.9375000000000000,,79.5417000000000000
2016-03-05,23.4667000000000000,,76.8333000000000000
2016-03-06,22.4417000000000000,,80.7500000000000000
2016-03-07,22.5167000000000000,,78.5833000000000000
2016-03-08,23.4292000000000000,,73.2917000000000000
2016-03-09,22.9375000000000000,,71.7917000000000000
2016-03-10,22.6958000000000000,,77.5417000000000000
2016-03-11,22.8208000000000000,,75.4167000000000000
2016-03-12,23.3125000000000000,,73.2083000000000000
2016-03-13,23.2792000000000000,,71.3333000000000000
2016-03-14,22.8292000000000000,,79.3333000000000000
2016-03-15,23.8792000000000000,,72.8750000000000000
2016-03-16,23.6083000000000000,,75.9583000000000000
2016-03-17,21.6375000000000000,,88.9167000000000000
2016-03-18,23.3208000000000000,,76.6667000000000000
2016-03-19,24.5833000000000000,,70.7083000000000000
2016-03-20,23.4333000000000000,,77.6667000000000000
2016-03-21,23.1083000000000000,,78.0833000000000000
2016-03-22,24.1375000000000000,,70.9583000000000000
2016-03-23,24.0375000000000000,,72.0417000000000000
2016-03-24,25.2458000000000000,,65.5000000000000000
2016-03-25,25.7542000000000000,,62.5000000000000000
2016-03-26,25.3375000000000000,,65.4583000000000000
2016-03-27,23.7417000000000000,,76.5000000000000000
2016-03-28,23.3083000000000000,,76.3750000000000000
2016-03-29,25.0708000000000000,,66.5417000000000000
2016-03-30,22.6292000000000000,,80.7917000000000000
2016-03-31,22.6500000000000000,,77.5000000000000000
2016-04-01,22.9833000000000000,,75.6250000000000000
2016-04-02,21.0042000000000000,,89.7083000000000000
2016-04-03,22.4000000000000000,,79.5217000000000000
2016-04-04,19.9833000000000000,,88.5833000000000000
2016-04-05,22.3500000000000000,,79.3750000000000000
2016-04-06,23.7875000000000000,,70.2500000000000000
2016-04-07,23.9667000000000000,,71.2500000000000000
2016-04-08,24.1208000000000000,,73.0833000000000000
2016-04-09,23.0917000000000000,,81.5833000000000000
2016-04-10,22.1375000000000000,,82.8750000000000000
2016-04-11,21.8875000000000000,,87.3333000000000000
2016-04-12,19.8917000000000000,,93.8750000000000000
2016-04-13,21.6792000000000000,,80.7917000000000000
2016-04-14,23.6333000000000000,,70.7917000000000000
2016-04-15,24.7500000000000000,,70.0417000000000000
