rmse_u_m_s,rmse_v_m_s,rmse_vector_m_s,bias_u_m_s,bias_v_m_s,corr_u,corr_v,mae_speed_m_s,relative_speed_error,n_valid_cells,pressure_level_hpa
56.88631184800303,103.82250644995563,118.38566349528699,6.455164604529494,-15.008357414125287,-0.218113574970143,-0.19743980498573022,95.00605935156068,24.302074432373047,49,600
