rmse_u_m_s,rmse_v_m_s,rmse_vector_m_s,bias_u_m_s,bias_v_m_s,corr_u,corr_v,mae_speed_m_s,relative_speed_error,n_valid_cells,pressure_level_hpa
56.88631184800303,103.82250644995563,118.38566349528699,6.455164604529494,-15.008357414125287,-0.218113574970143,-0.19743980498573022,95.00605935156068,24.302074432373047,49,600
60.15548294232662,108.1963077612819,123.79468139301697,8.952013083510755,-8.387232656678416,-0.043525980335997,-0.26864463203316036,102.95377985277723,46.469173431396484,49,700
153.94686712960032,295.67985482941094,333.35598757328535,26.70905665471491,-42.885435878692164,-0.20159624435371537,-0.0913006764964323,276.73165836766384,275.3897399902344,49,850
