codigoestacion,nombreestacion,departamento,municipio,fecha,valor_diario,unidadmedida
0026125508,LACATALINA  - AUT,RISARALDA,PEREIRA,2021-01-01,75.15795178807947,%
0026125710,APTO MATECAÑA TX GPS/GOES,RISARALDA,PEREIRA,2021-01-01,77.375,%
0026135501,EL PILAMO  - AUT,RISARALDA,PEREIRA,2021-01-01,77.54243558139534,%
0026125508,LACATALINA  - AUT,RISARALDA,PEREIRA,2021-01-02,76.82102010416668,%
0026125710,APTO MATECAÑA TX GPS/GOES,RISARALDA,PEREIRA,2021-01-02,73.25,%
0026135501,EL PILAMO  - AUT,RISARALDA,PEREIRA,2021-01-02,79.00320256944445,%
0026125508,LACATALINA  - AUT,RISARALDA,PEREIRA,2021-01-03,81.01266573459715,%
0026125710,APTO MATECAÑA TX GPS/GOES,RISARALDA,PEREIRA,2021-01-03,88.5,%
0026135501,EL PILAMO  - AUT,RISARALDA,PEREIRA,2021-01-03,80.35454692307692,%
0026125508,LACATALINA  - AUT,RISARALDA,PEREIRA,2021-01-04,91.26125235294117,%
0026125710,APTO MATECAÑA TX GPS/GOES,RISARALDA,PEREIRA,2021-01-04,93.1,%
0026135501,EL PILAMO  - AUT,RISARALDA,PEREIRA,2021-01-04,90.5490438888889,%
0026125508,LACATALINA  - AUT,RISARALDA,PEREIRA,2021-01-09,81.04467931578947,%
0026125710,APTO MATECAÑA TX GPS/GOES,RISARALDA,PEREIRA,2021-01-09,84.21428571428571,%
0026135501,EL PILAMO  - AUT,RISARALDA,PEREIRA,2021-01-09,79.59338797814208,%
0026125508,LACATALINA  - AUT,RISARALDA,PEREIRA,2021-01-10,78.36095243346008,%
0026125710,APTO MATECAÑA TX GPS/GOES,RISARALDA,PEREIRA,2021-01-10,75.25,%
0026135501,EL PILAMO  - AUT,RISARALDA,PEREIRA,2021-01-10,83.73401470588236,%
0026125508,LACATALINA  - AUT,RISARALDA,PEREIRA,2021-01-11,78.43883248962656,%
0026125710,APTO MATECAÑA TX GPS/GOES,RISARALDA,PEREIRA,2021-01-11,77.5625,%
0026135501,EL PILAMO  - AUT,RISARALDA,PEREIRA,2021-01-11,76.66646831730769,%
0026125508,LACATALINA  - AUT,RISARALDA,PEREIRA,2021-01-12,75.16286423580786,%
0026125710,APTO MATECAÑA TX GPS/GOES,RISARALDA,PEREIRA,2021-01-12,79.34782608695653,%
0026135501,EL PILAMO  - AUT,RISARALDA,PEREIRA,2021-01-12,78.76152450980392,%
0026125508,LACATALINA  - AUT,RISARALDA,PEREIRA,2021-01-13,75.25973864583332,%
0026125710,APTO MATECAÑA TX GPS/GOES,RISARALDA,PEREIRA,2021-01-13,72.91666666666667,%
0026135501,EL PILAMO  - AUT,RISARALDA,PEREIRA,2021-01-13,80.41048921985816,%
0026125508,LACATALINA  - AUT,RISARALDA,PEREIRA,2021-01-14,78.33514775423728,%
0026125710,APTO MATECAÑA TX GPS/GOES,RISARALDA,PEREIRA,2021-01-14,74.17647058823529,%
0026135501,EL PILAMO  - AUT,RISARALDA,PEREIRA,2021-01-14,86.40157838297873,%
0026125508,LACATALINA  - AUT,RISARALDA,PEREIRA,2021-01-15,76.48251080152671,%
0026125710,APTO MATECAÑA TX GPS/GOES,RISARALDA,PEREIRA,2021-01-15,70.29166666666666,%
0026135501,EL PILAMO  - AUT,RISARALDA,PEREIRA,2021-01-15,79.21622825757576,%
0026125508,LACATALINA  - AUT,RISARALDA,PEREIRA,2021-01-16,73.33236674825174,%
0026125710,APTO MATECAÑA TX GPS/GOES,RISARALDA,PEREIRA,2021-01-16,73.63636363636363,%
0026135501,EL PILAMO  - AUT,RISARALDA,PEREIRA,2021-01-16,77.93937402777777,%
0026125508,LACATALINA  - AUT,RISARALDA,PEREIRA,2021-01-17,71.21748118055555,%
0026125710,APTO MATECAÑA TX GPS/GOES,RISARALDA,PEREIRA,2021-01-17,74.0,%
0026135501,EL PILAMO  - AUT,RISARALDA,PEREIRA,2021-01-17,73.00936320675106,%
0026125508,LACATALINA  - AUT,RISARALDA,PEREIRA,2021-01-18,70.6804751388889,%
0026125710,APTO MATECAÑA TX GPS/GOES,RISARALDA,PEREIRA,2021-01-18,67.36363636363636,%
0026135501,EL PILAMO  - AUT,RISARALDA,PEREIRA,2021-01-18,76.4676607986111,%
0026125508,LACATALINA  - AUT,RISARALDA,PEREIRA,2021-01-19,70.9688353125,%
0026125710,APTO MATECAÑA TX GPS/GOES,RISARALDA,PEREIRA,2021-01-19,69.17391304347825,%
0026135501,EL PILAMO  - AUT,RISARALDA,PEREIRA,2021-01-19,74.59047249056603,%
0026125508,LACATALINA  - AUT,RISARALDA,PEREIRA,2021-01-20,70.60313774305556,%
0026125710,APTO MATECAÑA TX GPS/GOES,RISARALDA,PEREIRA,2021-01-20,68.3,%
0026135501,EL PILAMO  - AUT,RISARALDA,PEREIRA,2021-01-20,76.72618940972222,%
0026125508,LACATALINA  - AUT,RISARALDA,PEREIRA,2021-01-21,71.96075506944445,%
0026125710,APTO MATECAÑA TX GPS/GOES,RISARALDA,PEREIRA,2021-01-21,70.84210526315789,%
0026135501,EL PILAMO  - AUT,RISARALDA,PEREIRA,2021-01-21,77.0819957638889,%
0026125508,LACATALINA  - AUT,RISARALDA,PEREIRA,2021-01-22,74.4524020486111,%
0026125710,APTO MATECAÑA TX GPS/GOES,RISARALDA,PEREIRA,2021-01-22,73.6875,%
0026135501,EL PILAMO  - AUT,RISARALDA,PEREIRA,2021-01-22,76.77751666666667,%
0026125508,LACATALINA  - AUT,RISARALDA,PEREIRA,2021-01-23,77.71917942084943,%
0026125710,APTO MATECAÑA TX GPS/GOES,RISARALDA,PEREIRA,2021-01-23,83.76190476190477,%
0026135501,EL PILAMO  - AUT,RISARALDA,PEREIRA,2021-01-23,89.03677875471698,%
0026125508,LACATALINA  - AUT,RISARALDA,PEREIRA,2021-01-24,75.60083833333333,%
0026125710,APTO MATECAÑA TX GPS/GOES,RISARALDA,PEREIRA,2021-01-24,74.25,%
0026135501,EL PILAMO  - AUT,RISARALDA,PEREIRA,2021-01-24,74.38730882653061,%
0026125508,LACATALINA  - AUT,RISARALDA,PEREIRA,2021-01-25,75.14372940972223,%
0026125710,APTO MATECAÑA TX GPS/GOES,RISARALDA,PEREIRA,2021-01-25,71.4090909090909,%
0026135501,EL PILAMO  - AUT,RISARALDA,PEREIRA,2021-01-25,79.79958684027778,%
0026125508,LACATALINA  - AUT,RISARALDA,PEREIRA,2021-01-26,75.71827524305556,%
0026125710,APTO MATECAÑA TX GPS/GOES,RISARALDA,PEREIRA,2021-01-26,74.125,%
0026135501,EL PILAMO  - AUT,RISARALDA,PEREIRA,2021-01-26,82.64874006944444,%
0026125508,LACATALINA  - AUT,RISARALDA,PEREIRA,2021-01-27,75.719715,%
0026125710,APTO MATECAÑA TX GPS/GOES,RISARALDA,PEREIRA,2021-01-27,71.45833333333334,%
0026135501,EL PILAMO  - AUT,RISARALDA,PEREIRA,2021-01-27,77.75696635416668,%
0026125508,LACATALINA  - AUT,RISARALDA,PEREIRA,2021-01-28,74.6159731120332,%
0026125710,APTO MATECAÑA TX GPS/GOES,RISARALDA,PEREIRA,2021-01-28,73.70833333333333,%
0026135501,EL PILAMO  - AUT,RISARALDA,PEREIRA,2021-01-28,78.92753826086957,%
0026125508,LACATALINA  - AUT,RISARALDA,PEREIRA,2021-01-29,72.8998197237569,%
0026125710,APTO MATECAÑA TX GPS/GOES,RISARALDA,PEREIRA,2021-01-29,76.875,%
0026135501,EL PILAMO  - AUT,RISARALDA,PEREIRA,2021-01-29,71.58132812765957,%
0026125508,LACATALINA  - AUT,RISARALDA,PEREIRA,2021-01-30,69.35894579861112,%
0026125710,APTO MATECAÑA TX GPS/GOES,RISARALDA,PEREIRA,2021-01-30,66.04347826086956,%
0026135501,EL PILAMO  - AUT,RISARALDA,PEREIRA,2021-01-30,73.379004375,%
0026125508,LACATALINA  - AUT,RISARALDA,PEREIRA,2021-01-31,76.78518641129033,%
0026125710,APTO MATECAÑA TX GPS/GOES,RISARALDA,PEREIRA,2021-01-31,77.28571428571429,%
0026135501,EL PILAMO  - AUT,RISARALDA,PEREIRA,2021-01-31,79.42196820512821,%
0026125508,LACATALINA  - AUT,RISARALDA,PEREIRA,2021-02-01,72.36308475694445,%
0026125710,APTO MATECAÑA TX GPS/GOES,RISARALDA,PEREIRA,2021-02-01,69.1304347826087,%
0026135501,EL PILAMO  - AUT,RISARALDA,PEREIRA,2021-02-01,75.00754836805555,%
0026125508,LACATALINA  - AUT,RISARALDA,PEREIRA,2021-02-02,75.1205506569343,%
0026125710,APTO MATECAÑA TX GPS/GOES,RISARALDA,PEREIRA,2021-02-02,76.43478260869564,%
0026135501,EL PILAMO  - AUT,RISARALDA,PEREIRA,2021-02-02,75.83628354978356,%
0026125508,LACATALINA  - AUT,RISARALDA,PEREIRA,2021-02-03,74.9431101438849,%
0026125710,APTO MATECAÑA TX GPS/GOES,RISARALDA,PEREIRA,2021-02-03,73.30434782608695,%
0026135501,EL PILAMO  - AUT,RISARALDA,PEREIRA,2021-02-03,75.7122667361111,%
0026125508,LACATALINA  - AUT,RISARALDA,PEREIRA,2021-02-04,71.94371244755244,%
0026125710,APTO MATECAÑA TX GPS/GOES,RISARALDA,PEREIRA,2021-02-04,71.25,%
0026135501,EL PILAMO  - AUT,RISARALDA,PEREIRA,2021-02-04,75.51966034843205,%
0026125508,LACATALINA  - AUT,RISARALDA,PEREIRA,2021-02-05,76.09623409722222,%
0026125710,APTO MATECAÑA TX GPS/GOES,RISARALDA,PEREIRA,2021-02-05,77.33333333333333,%
0026135501,EL PILAMO  - AUT,RISARALDA,PEREIRA,2021-02-05,80.5480592013889,%
0026125508,LACATALINA  - AUT,RISARALDA,PEREIRA,2021-02-06,77.71236136125654,%
0026125710,APTO MATECAÑA TX GPS/GOES,RISARALDA,PEREIRA,2021-02-06,80.52631578947368,%
0026135501,EL PILAMO  - AUT,RISARALDA,PEREIRA,2021-02-06,84.49326284090908,%
0026125508,LACATALINA  - AUT,RISARALDA,PEREIRA,2021-02-07,71.73621475694445,%
0026125710,APTO MATECAÑA TX GPS/GOES,RISARALDA,PEREIRA,2021-02-07,69.14285714285714,%
0026135501,EL PILAMO  - AUT,RISARALDA,PEREIRA,2021-02-07,76.05481433212996,%
0026125508,LACATALINA  - AUT,RISARALDA,PEREIRA,2021-02-08,74.04779508547009,%
0026125710,APTO MATECAÑA TX GPS/GOES,RISARALDA,PEREIRA,2021-02-08,75.625,%
0026135501,EL PILAMO  - AUT,RISARALDA,PEREIRA,2021-02-08,75.68075346846847,%
0026125508,LACATALINA  - AUT,RISARALDA,PEREIRA,2021-02-09,79.31051245614036,%
0026125710,APTO MATECAÑA TX GPS/GOES,RISARALDA,PEREIRA,2021-02-09,80.28571428571429,%
0026135501,EL PILAMO  - AUT,RISARALDA,PEREIRA,2021-02-09,74.19031575581396,%
0026125508,LACATALINA  - AUT,RISARALDA,PEREIRA,2021-02-10,95.66188442307693,%
0026125710,APTO MATECAÑA TX GPS/GOES,RISARALDA,PEREIRA,2021-02-10,79.61904761904762,%
0026135501,EL PILAMO  - AUT,RISARALDA,PEREIRA,2021-02-10,74.95908655339807,%
0026125508,LACATALINA  - AUT,RISARALDA,PEREIRA,2021-02-11,61.670068951048954,%
0026125710,APTO MATECAÑA TX GPS/GOES,RISARALDA,PEREIRA,2021-02-11,71.89473684210526,%
0026135501,EL PILAMO  - AUT,RISARALDA,PEREIRA,2021-02-11,77.94054142361111,%
0026125508,LACATALINA  - AUT,RISARALDA,PEREIRA,2021-02-12,82.9134815270936,%
0026125710,APTO MATECAÑA TX GPS/GOES,RISARALDA,PEREIRA,2021-02-12,88.27272727272727,%
0026135501,EL PILAMO  - AUT,RISARALDA,PEREIRA,2021-02-12,88.64719421940929,%
0026125508,LACATALINA  - AUT,RISARALDA,PEREIRA,2021-02-13,76.60813242647059,%
0026125710,APTO MATECAÑA TX GPS/GOES,RISARALDA,PEREIRA,2021-02-13,79.65,%
0026135501,EL PILAMO  - AUT,RISARALDA,PEREIRA,2021-02-13,78.91602381355933,%
0026125508,LACATALINA  - AUT,RISARALDA,PEREIRA,2021-02-14,75.83438853846154,%
0026125710,APTO MATECAÑA TX GPS/GOES,RISARALDA,PEREIRA,2021-02-14,76.73333333333333,%
0026135501,EL PILAMO  - AUT,RISARALDA,PEREIRA,2021-02-14,80.60048593639576,%
0026125508,LACATALINA  - AUT,RISARALDA,PEREIRA,2021-02-15,82.2881859057971,%
