codigoestacion,nombreestacion,departamento,municipio,fecha,valor_diario,unidadmedida
0026125508,LACATALINA  - AUT,RISARALDA,PEREIRA,2020-01-01,20.928647881944443,°C
0026125710,APTO MATECAÑA TX GPS/GOES,RISARALDA,PEREIRA,2020-01-01,22.195833333333333,°C
0026135300,PNN QUIMBAYA - AUT,RISARALDA,PEREIRA,2020-01-01,17.1375,°C
0026135330,LA LAGUNA DEL OTUN  - AUT,RISARALDA,PEREIRA,2020-01-01,6.316666666666666,°C
0026135501,EL PILAMO  - AUT,RISARALDA,PEREIRA,2020-01-01,23.064677777777774,°C
0026125508,LACATALINA  - AUT,RISARALDA,PEREIRA,2020-01-02,22.055043680555556,°C
0026125710,APTO MATECAÑA TX GPS/GOES,RISARALDA,PEREIRA,2020-01-02,23.40869565217391,°C
0026135300,PNN QUIMBAYA - AUT,RISARALDA,PEREIRA,2020-01-02,18.245833333333334,°C
0026135330,LA LAGUNA DEL OTUN  - AUT,RISARALDA,PEREIRA,2020-01-02,5.570833333333334,°C
0026135501,EL PILAMO  - AUT,RISARALDA,PEREIRA,2020-01-02,23.29660739583333,°C
0026125508,LACATALINA  - AUT,RISARALDA,PEREIRA,2020-01-03,22.871131736111113,°C
0026125710,APTO MATECAÑA TX GPS/GOES,RISARALDA,PEREIRA,2020-01-03,24.29583333333333,°C
0026135300,PNN QUIMBAYA - AUT,RISARALDA,PEREIRA,2020-01-03,17.708333333333332,°C
0026135330,LA LAGUNA DEL OTUN  - AUT,RISARALDA,PEREIRA,2020-01-03,7.841176470588235,°C
0026135501,EL PILAMO  - AUT,RISARALDA,PEREIRA,2020-01-03,24.100501006944445,°C
0026125508,LACATALINA  - AUT,RISARALDA,PEREIRA,2020-01-04,22.829092118055556,°C
0026125710,APTO MATECAÑA TX GPS/GOES,RISARALDA,PEREIRA,2020-01-04,23.355555555555554,°C
0026135300,PNN QUIMBAYA - AUT,RISARALDA,PEREIRA,2020-01-04,17.883333333333333,°C
0026135330,LA LAGUNA DEL OTUN  - AUT,RISARALDA,PEREIRA,2020-01-04,9.338461538461539,°C
0026135501,EL PILAMO  - AUT,RISARALDA,PEREIRA,2020-01-04,23.543948854166665,°C
0026125508,LACATALINA  - AUT,RISARALDA,PEREIRA,2020-01-05,22.255150694444445,°C
0026125710,APTO MATECAÑA TX GPS/GOES,RISARALDA,PEREIRA,2020-01-05,24.84,°C
0026135300,PNN QUIMBAYA - AUT,RISARALDA,PEREIRA,2020-01-05,17.466666666666665,°C
0026135330,LA LAGUNA DEL OTUN  - AUT,RISARALDA,PEREIRA,2020-01-05,7.735714285714287,°C
0026135501,EL PILAMO  - AUT,RISARALDA,PEREIRA,2020-01-05,23.359588958333333,°C
0026125508,LACATALINA  - AUT,RISARALDA,PEREIRA,2020-01-06,22.5256028125,°C
0026125710,APTO MATECAÑA TX GPS/GOES,RISARALDA,PEREIRA,2020-01-06,23.57272727272727,°C
0026135300,PNN QUIMBAYA - AUT,RISARALDA,PEREIRA,2020-01-06,17.4,°C
0026135330,LA LAGUNA DEL OTUN  - AUT,RISARALDA,PEREIRA,2020-01-06,9.8,°C
0026135501,EL PILAMO  - AUT,RISARALDA,PEREIRA,2020-01-06,23.0810390625,°C
0026125508,LACATALINA  - AUT,RISARALDA,PEREIRA,2020-01-07,22.611626180555557,°C
0026125710,APTO MATECAÑA TX GPS/GOES,RISARALDA,PEREIRA,2020-01-07,24.15,°C
0026135300,PNN QUIMBAYA - AUT,RISARALDA,PEREIRA,2020-01-07,17.466666666666665,°C
0026135330,LA LAGUNA DEL OTUN  - AUT,RISARALDA,PEREIRA,2020-01-07,9.0375,°C
0026135501,EL PILAMO  - AUT,RISARALDA,PEREIRA,2020-01-07,23.253879097222224,°C
0026125508,LACATALINA  - AUT,RISARALDA,PEREIRA,2020-01-08,22.879105392156863,°C
0026125710,APTO MATECAÑA TX GPS/GOES,RISARALDA,PEREIRA,2020-01-08,24.383333333333333,°C
0026135300,PNN QUIMBAYA - AUT,RISARALDA,PEREIRA,2020-01-08,17.675,°C
0026135330,LA LAGUNA DEL OTUN  - AUT,RISARALDA,PEREIRA,2020-01-08,8.142857142857142,°C
0026135501,EL PILAMO  - AUT,RISARALDA,PEREIRA,2020-01-08,23.501056736111114,°C
0026125508,LACATALINA  - AUT,RISARALDA,PEREIRA,2020-01-09,25.24038416243655,°C
0026125710,APTO MATECAÑA TX GPS/GOES,RISARALDA,PEREIRA,2020-01-09,23.8875,°C
0026135300,PNN QUIMBAYA - AUT,RISARALDA,PEREIRA,2020-01-09,17.40833333333333,°C
0026135330,LA LAGUNA DEL OTUN  - AUT,RISARALDA,PEREIRA,2020-01-09,7.8125,°C
0026135501,EL PILAMO  - AUT,RISARALDA,PEREIRA,2020-01-09,22.885262604166662,°C
0026125508,LACATALINA  - AUT,RISARALDA,PEREIRA,2020-01-10,22.932599166666662,°C
0026125710,APTO MATECAÑA TX GPS/GOES,RISARALDA,PEREIRA,2020-01-10,24.1625,°C
0026135300,PNN QUIMBAYA - AUT,RISARALDA,PEREIRA,2020-01-10,18.1375,°C
0026135330,LA LAGUNA DEL OTUN  - AUT,RISARALDA,PEREIRA,2020-01-10,8.729166666666668,°C
0026135501,EL PILAMO  - AUT,RISARALDA,PEREIRA,2020-01-10,23.536992534722224,°C
0026125508,LACATALINA  - AUT,RISARALDA,PEREIRA,2020-01-11,22.822468611111113,°C
0026125710,APTO MATECAÑA TX GPS/GOES,RISARALDA,PEREIRA,2020-01-11,24.041666666666664,°C
0026135300,PNN QUIMBAYA - AUT,RISARALDA,PEREIRA,2020-01-11,17.5875,°C
0026135330,LA LAGUNA DEL OTUN  - AUT,RISARALDA,PEREIRA,2020-01-11,7.9541666666666675,°C
0026135501,EL PILAMO  - AUT,RISARALDA,PEREIRA,2020-01-11,23.47643958333333,°C
0026125508,LACATALINA  - AUT,RISARALDA,PEREIRA,2020-01-12,23.51768982638889,°C
0026125710,APTO MATECAÑA TX GPS/GOES,RISARALDA,PEREIRA,2020-01-12,24.725,°C
0026135300,PNN QUIMBAYA - AUT,RISARALDA,PEREIRA,2020-01-12,18.1375,°C
0026135330,LA LAGUNA DEL OTUN  - AUT,RISARALDA,PEREIRA,2020-01-12,7.8583333333333325,°C
0026135501,EL PILAMO  - AUT,RISARALDA,PEREIRA,2020-01-12,23.87538527363184,°C
0026125508,LACATALINA  - AUT,RISARALDA,PEREIRA,2020-01-13,23.516732465277776,°C
0026125710,APTO MATECAÑA TX GPS/GOES,RISARALDA,PEREIRA,2020-01-13,24.8375,°C
0026135300,PNN QUIMBAYA - AUT,RISARALDA,PEREIRA,2020-01-13,18.141666666666666,°C
0026135330,LA LAGUNA DEL OTUN  - AUT,RISARALDA,PEREIRA,2020-01-13,7.504166666666667,°C
0026135501,EL PILAMO  - AUT,RISARALDA,PEREIRA,2020-01-13,24.50159475490196,°C
0026125508,LACATALINA  - AUT,RISARALDA,PEREIRA,2020-01-14,21.8123883125,°C
0026125710,APTO MATECAÑA TX GPS/GOES,RISARALDA,PEREIRA,2020-01-14,25.029166666666665,°C
0026135300,PNN QUIMBAYA - AUT,RISARALDA,PEREIRA,2020-01-14,18.604166666666664,°C
0026135330,LA LAGUNA DEL OTUN  - AUT,RISARALDA,PEREIRA,2020-01-14,7.791304347826086,°C
0026135501,EL PILAMO  - AUT,RISARALDA,PEREIRA,2020-01-14,24.734889607843137,°C
0026125508,LACATALINA  - AUT,RISARALDA,PEREIRA,2020-01-15,22.563258784722223,°C
0026125710,APTO MATECAÑA TX GPS/GOES,RISARALDA,PEREIRA,2020-01-15,24.1375,°C
0026135300,PNN QUIMBAYA - AUT,RISARALDA,PEREIRA,2020-01-15,18.15,°C
0026135330,LA LAGUNA DEL OTUN  - AUT,RISARALDA,PEREIRA,2020-01-15,7.633333333333333,°C
0026135501,EL PILAMO  - AUT,RISARALDA,PEREIRA,2020-01-15,23.192146875,°C
0026125508,LACATALINA  - AUT,RISARALDA,PEREIRA,2020-01-16,24.00981125,°C
0026125710,APTO MATECAÑA TX GPS/GOES,RISARALDA,PEREIRA,2020-01-16,25.354166666666664,°C
0026135300,PNN QUIMBAYA - AUT,RISARALDA,PEREIRA,2020-01-16,19.070833333333333,°C
0026135330,LA LAGUNA DEL OTUN  - AUT,RISARALDA,PEREIRA,2020-01-16,8.025,°C
0026135501,EL PILAMO  - AUT,RISARALDA,PEREIRA,2020-01-16,24.362658125,°C
0026125508,LACATALINA  - AUT,RISARALDA,PEREIRA,2020-01-17,24.408066493055557,°C
0026125710,APTO MATECAÑA TX GPS/GOES,RISARALDA,PEREIRA,2020-01-17,25.7125,°C
0026135300,PNN QUIMBAYA - AUT,RISARALDA,PEREIRA,2020-01-17,19.679166666666664,°C
